query,original_question,category,subclass,question_1,question_2,winner
"[LA|SEM] Matthew told Joshua that he reassured the client.
Who reassured the client?","Matthew told Joshua that he reassured the client.
Who reassured the client?",LA,SEM,NONE,WHAT=? What group or team sent the article?,Question 1
"[LA|SEM] Matthew passed Joshua a pen before he lost track of time.
Who lost track of time?","Matthew passed Joshua a pen before he lost track of time.
Who lost track of time?",LA,SEM,POST-PROBLEM: WHO LOST TRACK OF TIME?,OUTPUT: The question has no ambiguous entity in the first place. Please provide the identity.,Question 1
"[LA|SEM] The sister-in-law sold Amanda the sports car after she got a new job offer.
Who got a new job offer?","The sister-in-law sold Amanda the sports car after she got a new job offer.
Who got a new job offer?",LA,SEM,WHAT is left to do?,,Question 2
"[LA|SEM] William told Joshua that he devastated the saleswoman.
Who devastated the saleswoman?","William told Joshua that he devastated the saleswoman.
Who devastated the saleswoman?",LA,SEM,CLEARING: Will or Joshua?,|nohw|What do you mean by he? Is it your or the boy?,Question 2
"[LA|SEM] Matthew told Joshua that the client believed him.
Who did the client believe?","Matthew told Joshua that the client believed him.
Who did the client believe?",LA,SEM,WHAM,= WHOM =,Question 2
"[LA|SEM] The sister-in-law told Amanda that she inspired the client.
Who inspired the client?","The sister-in-law told Amanda that she inspired the client.
Who inspired the client?",LA,SEM,"CLEAR: Who is referred to as ""she""?","OUTPUT: Could you please clarify who exactly you are referring to with ""she"" in this context?",Question 1
"[LA|SEM] The sister-in-law wrote a letter to Amanda because she is traveling abroad tomorrow.
Who is traveling abroad tomorrow?","The sister-in-law wrote a letter to Amanda because she is traveling abroad tomorrow.
Who is traveling abroad tomorrow?",LA,SEM,,,Question 2
"[LA|SEM] The sister-in-law told Amanda that she terrified the client.
Who terrified the client?","The sister-in-law told Amanda that she terrified the client.
Who terrified the client?",LA,SEM,NULL,### What does 'she' refer to?,Question 2
"[LA|SEM] The sister-in-law told Amanda that she tormented the client.
Who tormented the client?","The sister-in-law told Amanda that she tormented the client.
Who tormented the client?",LA,SEM,"CLEARING: Does ""she"" refer only to the sister-in-law or also Amanda?",,Question 1
"[LA|SEM] William told Joshua that he astounded the saleswoman.
Who astounded the saleswoman?","William told Joshua that he astounded the saleswoman.
Who astounded the saleswoman?",LA,SEM,WHAT=,None,Question 1
"[LA|SEM] Matthew sent a message to Joshua because he had been on leave for a long time.
Who had been on leave for a long time?","Matthew sent a message to Joshua because he had been on leave for a long time.
Who had been on leave for a long time?",LA,SEM,|output|Where did he go on leave for a long time?,wth,Question 1
"[LA|SEM] The sister-in-law told Amanda that the client idolized her.
Who did the client idolize?","The sister-in-law told Amanda that the client idolized her.
Who did the client idolize?",LA,SEM,---,@WHENA,Question 2
"[LA|SEM] The sister-in-law texted Amanda because she is leaving the town soon.
Who is leaving the town soon?","The sister-in-law texted Amanda because she is leaving the town soon.
Who is leaving the town soon?",LA,SEM,"""LESA"" or ""LEIS""? Which one is correct""? I can check where does she leave the town.",OUTPUT: Which text is being described texted?,Question 1
"[LA|SEM] Matthew told Joshua that he intrigued the client.
Who intrigued the client?","Matthew told Joshua that he intrigued the client.
Who intrigued the client?",LA,SEM,END One clarifying question: who? What was the order?,"Is ""he"" referring to Joshua, or is ""who"" a new name for the client?",Question 2
"[LA|SEM] William told Joshua that he exhilarated the saleswoman.
Who exhilarated the saleswoman?","William told Joshua that he exhilarated the saleswoman.
Who exhilarated the saleswoman?",LA,SEM,--- Who is the saleswoman?,OUTPUT: Does having a word or phrase missing in the question make it or not?,Question 1
"[LA|SEM] The sister-in-law texted Amanda because she is attending a conference next week.
Who is attending a conference next week?","The sister-in-law texted Amanda because she is attending a conference next week.
Who is attending a conference next week?",LA,SEM,--- When does she have to go with a friend?,,Question 2
"[LA|SEM] The sister-in-law gave Amanda a dictionary before she left the classroom.
Who left the classroom?","The sister-in-law gave Amanda a dictionary before she left the classroom.
Who left the classroom?",LA,SEM,WHAT is she?,WHAT IS THE DIFFER BETWEEN THE CHILD AND THE UNWANTED CHILD?,Question 1
"[LA|SEM] The sister-in-law sang Amanda an old jazz song before she left the party.
Who left the party?","The sister-in-law sang Amanda an old jazz song before she left the party.
Who left the party?",LA,SEM,WHAT IS THE PUN?,WHET?,Question 2
"[LA|SEM] Matthew sent a message to Joshua because he has an important interview tomorrow.
Who has an important interview tomorrow?","Matthew sent a message to Joshua because he has an important interview tomorrow.
Who has an important interview tomorrow?",LA,SEM,NONE,/user OUTPUT: WHOM?,Question 2
"[LA|SEM] The sister-in-law wrote a letter to Amanda because she is leaving the town soon.
Who is leaving the town soon?","The sister-in-law wrote a letter to Amanda because she is leaving the town soon.
Who is leaving the town soon?",LA,SEM,USE ON,(--) What's the difference between a letter and an e-mail? Are both means of communication?,Question 1
"[LA|SEM] Matthew told Joshua that he surprised the client.
Who surprised the client?","Matthew told Joshua that he surprised the client.
Who surprised the client?",LA,SEM,,,Question 2
"[LA|SEM] Melissa told Jennifer that she calmed the father-in-law.
Who calmed the father-in-law?","Melissa told Jennifer that she calmed the father-in-law.
Who calmed the father-in-law?",LA,SEM,---,WHAT is the goal of the following story?,Question 1
"[LA|SEM] The sister-in-law brought Amanda a gift after she moved in.
Who moved in?","The sister-in-law brought Amanda a gift after she moved in.
Who moved in?",LA,SEM,STOP,"PLS WHICH SISTER-IN-LAW, IS OR IS NOT, AND THE ONE WHO MOVED IN, PLEASE?",Question 1
"[LA|SEM] Melissa told Jennifer that the father-in-law lamented to her.
Who did the father-in-law lament to?","Melissa told Jennifer that the father-in-law lamented to her.
Who did the father-in-law lament to?",LA,SEM,|output|Is the lament directed towards a singular entity or multiple entities?,"Alternatively, maybe ""her"" is female, but is she the sister or daughter?",Question 1
"[LA|SEM] Kimberly told the aunt that she amazed the granddaughter.
Who amazed the granddaughter?","Kimberly told the aunt that she amazed the granddaughter.
Who amazed the granddaughter?",LA,SEM,Which Kimberly is the young?,"Hence, the final clarifying question would be: ""Is the one who amazed the granddaughter Kimberly or the aunt?"" and present that as the output.",Question 2
"[LA|SEM] The sister-in-law told Amanda that she saddened the client.
Who saddened the client?","The sister-in-law told Amanda that she saddened the client.
Who saddened the client?",LA,SEM,,--- Did your mother sister also try to cheer the client up?,Question 2
"[LA|SEM] Matthew taught Joshua cooking before he graduated.
Who graduated?","Matthew taught Joshua cooking before he graduated.
Who graduated?",LA,SEM,What did he graduate in?,,Question 1
"[LA|SEM] Matthew handed Joshua a letter after he arrived at the award ceremony.
Who arrived at the award ceremony?","Matthew handed Joshua a letter after he arrived at the award ceremony.
Who arrived at the award ceremony?",LA,SEM,"Was Joshua present at the award ceremony, or did he arrive later when he received the letter?","Is a head or headpiece (a ""head"") a piece of clothing for the head (i.e. a ""headpiece"") that is not necessarily a piece of clothing?",Question 1
"[LA|SEM] Matthew pinged Joshua because he has an important interview tomorrow.
Who has an important interview tomorrow?","Matthew pinged Joshua because he has an important interview tomorrow.
Who has an important interview tomorrow?",LA,SEM,"The clarifying question should be either ""Is the person with the important interview Matthew or Joshua?"" or ""Is it Matthew or Joshua who has the important interview tomorrow?"" in line with the categories: For LA: SEM (Semantic Ambiguity): Either ""Is the person with the important interview Matthew or Joshua?"" or",Which of these is better?,Question 1
"[LA|SEM] Matthew told Joshua that he spooked the client.
Who spooked the client?","Matthew told Joshua that he spooked the client.
Who spooked the client?",LA,SEM,PLEASE WHO?,"So the question could be if the ambiguity is about whether the subject of ""spooked"" in the statement from Joshua was a subject or the following (like one who frightens) one?",Question 2
"[LA|SEM] William told Joshua that he frustrated the saleswoman.
Who frustrated the saleswoman?","William told Joshua that he frustrated the saleswoman.
Who frustrated the saleswoman?",LA,SEM,"Is there someone other someone named ""he"" who frustrated the saleswoman?",POST: The person confused who frustrated the saleswoman is ambiguous due to temporal confusion. Which person's clarification is needed to determine?,Question 1
"[LA|SEM] William told Joshua that he emboldened the saleswoman.
Who emboldened the saleswoman?","William told Joshua that he emboldened the saleswoman.
Who emboldened the saleswoman?",LA,SEM,VOID.,WHAT type or between whom?,Question 2
"[LA|SEM] Matthew lent Joshua some money before he answered the questions.
Who answered the questions?","Matthew lent Joshua some money before he answered the questions.
Who answered the questions?",LA,SEM,NONE,WHOWhat or the other questions?,Question 2
"[LA|SEM] Matthew handed Joshua a black pen after he read the book.
Who read the book?","Matthew handed Joshua a black pen after he read the book.
Who read the book?",LA,SEM,ER: Which individual read the book?,OUTPUT: WHOM?,Question 1
"[LA|SEM] Matthew gave Joshua a call before he got to the airport.
Who got to the airport?","Matthew gave Joshua a call before he got to the airport.
Who got to the airport?",LA,SEM,NONE,|sepalizerv and how do you feel about that output_1 output_1 output_1 output_1 output_2 output_1 output_1 output_1 output_2 output_1 output_2 output_2 output_1 Input: Who has many types of hair? output_2 output_1 output_1 output_1 output_2 Input: Who went after? output_2 output_1 output_1 output_1 output_2 output_1 output_1 output_1 output_2 output_2 output_1 output_2 output_1 output_2 output_1 Input: Who what? output_1 output_1 output_2 output_1 output_1 output_1 output_1 output_2 output_1 output_1 output_2 output_1 output_1 output_2 output_1 output_1 output_1 output_2 output is not in em? what is my output? is my output not in em? where is my output not in em? where is my output not in em?,Question 1
